ID,Czas_przyjscia,Dlugosc_kolejki_w_momencie_przyjscia,Czas_rozpoczecia_badania,Czas_zakonczenia_badania,Czas_oczekiwania,Dzien,Lekarz
3280,315,0,315,320,0,48,3
3281,318,0,318,338,0,48,1
3282,322,0,322,324,0,48,2
3283,345,0,345,413,0,48,3
3284,348,0,348,350,0,48,2
3285,365,0,365,478,0,48,2
3286,373,0,373,382,0,48,1
3287,374,0,382,404,7,48,1
3288,379,1,404,419,24,48,1
3289,381,2,413,438,32,48,3
3290,403,2,419,434,17,48,1
3291,404,2,434,436,31,48,1
3292,406,3,436,470,30,48,1
3293,406,4,438,456,32,48,3
3294,408,5,456,470,48,48,3
3295,426,4,470,503,44,48,1
3296,448,2,470,479,22,48,3
3297,450,3,478,484,28,48,2
3298,454,4,479,499,25,48,3
3299,463,4,484,484,21,48,2
3300,481,1,484,485,4,48,2
3301,483,2,485,488,2,48,2
3302,488,0,488,492,0,48,2
3303,495,0,495,504,0,48,2
3304,495,0,499,532,4,48,3
3305,496,1,503,521,7,48,1
3306,500,1,504,505,3,48,2
3307,502,2,505,530,3,48,2
3308,521,0,521,564,1,48,1
3309,521,1,530,555,9,48,2
3310,524,1,532,533,7,48,3
3311,530,2,533,565,3,48,3
3312,535,0,555,572,21,48,2
3313,537,1,564,569,27,48,1
3314,578,0,578,609,0,48,2
3315,595,0,595,623,0,48,3
3316,637,0,637,693,0,48,3
3317,663,0,663,823,0,48,1
3318,665,0,665,713,0,48,2
3319,680,0,693,696,13,48,3
3320,699,0,699,724,0,48,3
3321,709,0,713,757,4,48,2
3322,713,1,724,781,12,48,3
3323,723,1,757,778,34,48,2
3324,750,1,778,781,28,48,2
3325,758,1,781,791,22,48,2
3326,767,2,781,782,14,48,3
3327,768,3,782,785,14,48,3
3328,146,1,150,153,4,49,2
3329,147,1,151,154,4,49,1
3330,169,0,169,192,0,49,1
3331,179,0,179,192,0,49,3
3332,186,0,186,205,0,49,2
3333,209,0,209,230,0,49,1
3334,237,0,237,246,0,49,2
3335,240,0,240,269,0,49,1
3336,246,0,246,286,0,49,3
3337,252,0,252,269,0,49,2
3338,266,0,269,335,4,49,1
3339,266,1,269,276,4,49,2
3340,274,0,276,321,2,49,2
3341,276,0,286,292,10,49,3
3342,287,0,292,329,5,49,3
3343,289,1,321,334,32,49,2
3344,291,2,329,367,38,49,3
3345,296,2,334,376,38,49,2
3346,297,3,335,377,38,49,1
3347,298,4,367,379,69,49,3
3348,339,1,376,384,38,49,2
3349,344,2,377,405,33,49,1
3350,355,3,379,381,24,49,3
3351,364,4,381,395,17,49,3
3352,364,5,384,402,20,49,2
3353,365,6,395,448,30,49,3
3354,368,6,402,410,34,49,2
3355,378,5,405,419,27,49,1
3356,379,6,410,426,31,49,2
3357,379,7,419,434,40,49,1
3358,382,6,426,449,44,49,2
3359,395,6,434,498,40,49,1
3360,398,6,448,456,49,49,3
3361,402,7,449,474,47,49,2
3362,403,7,456,473,53,49,3
3363,408,7,473,529,65,49,3
3364,452,2,474,482,22,49,2
3365,469,2,482,502,13,49,2
3366,470,3,498,503,29,49,1
3367,470,4,502,526,32,49,2
3368,480,3,503,506,23,49,1
3369,483,3,506,522,24,49,1
3370,490,4,522,541,31,49,1
3371,496,5,526,712,30,49,2
3372,504,3,529,535,25,49,3
3373,526,1,535,578,9,49,3
3374,544,0,544,571,0,49,1
3375,549,0,571,588,22,49,1
3376,550,1,578,600,29,49,3
3377,551,2,588,652,37,49,1
3378,568,3,600,619,32,49,3
3379,585,2,619,687,34,49,3
3380,591,2,652,653,60,49,1
3381,616,2,653,671,37,49,1
3382,622,2,671,672,48,49,1
3383,628,3,672,686,44,49,1
3384,636,4,686,687,50,49,1
3385,640,5,687,722,47,49,3
3386,649,6,687,688,38,49,1
3387,656,5,688,699,31,49,1
3388,661,6,699,708,38,49,1
3389,663,7,708,716,45,49,1
3390,668,8,712,746,43,49,2
3391,672,7,716,723,44,49,1
3392,680,8,722,729,41,49,3
3393,688,5,723,735,34,49,1
3394,689,6,729,737,41,49,3
3395,695,7,735,743,41,49,1
3396,698,8,737,758,40,49,3
3397,217,2,233,273,16,50,2
3398,225,1,234,255,9,50,1
3399,225,2,255,326,31,50,1
3400,238,1,271,283,33,50,3
3401,239,2,273,273,34,50,2
3402,242,3,273,284,30,50,2
3403,255,4,283,299,28,50,3
3404,256,4,284,285,28,50,2
3405,271,5,285,288,14,50,2
3406,278,3,288,309,10,50,2
3407,289,0,299,322,11,50,3
3408,294,1,309,322,15,50,2
3409,297,2,322,325,24,50,2
3410,316,1,322,324,6,50,3
3411,330,0,330,354,0,50,1
3412,332,0,332,360,0,50,3
3413,341,0,341,342,0,50,2
3414,360,0,360,375,0,50,1
3415,361,0,361,376,0,50,3
3416,362,0,362,371,0,50,2
3417,385,0,385,398,0,50,1
3418,388,0,388,405,0,50,3
3419,390,0,390,407,0,50,2
3420,399,0,399,409,0,50,1
3421,406,0,406,408,0,50,3
3422,413,0,413,426,0,50,3
3423,429,0,429,436,0,50,3
3424,467,0,467,479,0,50,1
3425,474,0,474,475,0,50,3
3426,482,0,482,484,0,50,3
3427,482,0,482,517,0,50,2
3428,492,0,492,500,0,50,1
3429,522,0,522,529,0,50,1
3430,525,0,525,594,0,50,3
3431,535,0,535,601,0,50,1
3432,547,0,547,592,0,50,2
3433,548,0,592,621,45,50,2
3434,548,1,594,614,46,50,3
3435,549,2,601,603,51,50,1
3436,570,3,603,644,33,50,1
3437,576,4,614,621,38,50,3
3438,583,5,621,621,38,50,3
3439,585,6,621,628,36,50,3
3440,587,7,621,633,34,50,2
3441,597,6,628,641,31,50,3
3442,603,6,633,640,31,50,2
3443,622,2,640,657,18,50,2
3444,625,3,641,644,16,50,3
3445,636,2,644,663,8,50,1
3446,639,3,644,680,5,50,3
3447,673,0,673,687,0,50,2
3448,680,0,680,693,0,50,1
3449,708,0,708,797,0,50,1
3450,742,0,742,774,0,50,3
3451,744,0,744,751,0,50,2
3452,745,0,751,757,6,50,2
3453,750,1,757,772,8,50,2
3454,764,0,772,789,9,50,2
3455,767,1,774,775,7,50,3
3456,775,0,775,787,0,50,3
3457,782,0,787,810,4,50,3
3458,225,1,260,269,34,51,2
3459,226,2,261,368,36,51,3
3460,235,3,269,306,34,51,2
3461,252,3,284,302,32,51,1
3462,268,2,302,313,34,51,1
3463,269,2,306,322,37,51,2
